ubigeo,dep,prov,dist,pared_a_2017,pared_b_2017,piso_2017,agua_2017,desague_2017,electricidad_2017,vivienda_2017,combustible_2017,electro_2017,edad_1_2017,edad_2_2017,edad_3_2017,edad_4_2017,edad_5_2017,edad_6_2017,edad_7_2017,edad_8_2017,edad_9_2017,edad_10_2017,edad_11_2017,edad_12_2017,edad_13_2017,edad_14_2017,edad_15_2017,edad_16_2017,edad_17_2017,edad_18_2017,edad_19_2017,edad_20_2017,hombre_2017,mujer_2017,estatus_migracion_2017,educ_1_2017,educ_2_2017,educ_3_2017,educ_4_2017,quechua_2017,aymara_2017,castellano_2017,otra_lengua_2017,pet_2017,pea_2017,peao_2017,indigena_2017,negro_2017,blanco_2017,mestizo_2017,edad_1_2007,edad_2_2007,edad_3_2007,edad_4_2007,edad_5_2007,edad_6_2007,edad_7_2007,edad_8_2007,edad_9_2007,edad_10_2007,edad_11_2007,edad_12_2007,edad_13_2007,edad_14_2007,edad_15_2007,edad_16_2007,edad_17_2007,edad_18_2007,edad_19_2007,edad_20_2007,hombre_2007,mujer_2007,estatus_migracion_2007,educ_1_2007,educ_2_2007,educ_3_2007,educ_4_2007,quechua_2007,aymara_2007,castellano_2007,otra_lengua_2007,pet_2007,pea_2007,peao_2007,indigena_2007,negro_2007,blanco_2007,mestizo_2007,pared_a_2007,pared_b_2007,piso_2007,agua_2007,desague_2007,electricidad_2007,vivienda_2007,combustible_2007,electro_2007,pagina_web_2015,maquinaria_ope_2015,vehiculos_ope_2015,vehiculos_limpieza_2015,telefonia_2015,computadoras_2015,red_local_2015,internet_2015,computadoras_int_2015,sistema_inf_2015,total_personal_2015,personal_cap_2015,plan_desarrollo_2015,tupa_2015,pago_tributo_2015,licencias_aper_2015,licencias_edi_2015,recojo_basura_2015,instrumento_residuo_2015,recicla_2015,biblioteca_2015,admin_depor_2015,local_recrea_2015,vaso_leche_2015,comedor_pop_2015,club_madres_2015,ciam_2015,demuna_2015,local_salud_2015,locales_salud_2015,programa_controlsalud_2015,org_seguridad_vec_2015,comite_seguridad_2015,plan_seguridad_2015,serenazgo_2015,personal_serenazgo_2015,puestos_vigilancia_2015,vehiculos_serenazgo_2015,patrullaje_pnp_2015,grupo_desastre_2015,instrumento_gestriesgo_2015,defensa_civil_2015,coel_2015,incentivo_mypes_2015,fomento_artesania_2015,fomento_turismo_2015,unidad_ambiental_2015,denun_ambi_att_2015,instrumento_gestambi_2015,acciones_presambi_2015,part_ciudadania_2015,junta_vecinal_2015,cobertura_elec_cap_2015,cobertura_elec_res_2015,cobertura_agua_cap_2015,cobertura_agua_res_2015,pagina_web_2016,maquinaria_ope_2016,vehiculos_ope_2016,vehiculos_limpieza_2016,telefonia_2016,computadoras_2016,red_local_2016,internet_2016,computadoras_int_2016,sistema_inf_2016,total_personal_2016,personal_cap_2016,plan_desarrollo_2016,tupa_2016,pago_tributo_2016,licencias_aper_2016,licencias_edi_2016,recojo_basura_2016,instrumento_residuo_2016,recicla_2016,biblioteca_2016,admin_depor_2016,local_recrea_2016,vaso_leche_2016,comedor_pop_2016,club_madres_2016,ciam_2016,demuna_2016,local_salud_2016,locales_salud_2016,programa_controlsalud_2016,serenazgo_2016,personal_serenazgo_2016,puestos_vigilancia_2016,vehiculos_serenazgo_2016,patrullaje_pnp_2016,plan_seguridad_2016,org_seguridad_vec_2016,comite_seguridad_2016,grupo_desastre_2016,instrumento_gestriesgo_2016,defensa_civil_2016,coel_2016,incentivo_mypes_2016,fomento_artesania_2016,fomento_turismo_2016,unidad_ambiental_2016,denun_ambi_att_2016,instrumento_gestambi_2016,acciones_presambi_2016,part_ciudadania_2016,junta_vecinal_2016,cobertura_elec_cap_2016,cobertura_elec_res_2016,cobertura_agua_cap_2016,cobertura_agua_res_2016,pagina_web_2017,vehiculos_ope_2017,vehiculos_limpieza_2017,maquinaria_ope_2017,telefonia_2017,computadoras_2017,red_local_2017,internet_2017,computadoras_int_2017,sistema_inf_2017,total_personal_2017,personal_cap_2017,plan_desarrollo_2017,tupa_2017,pago_tributo_2017,licencias_aper_2017,licencias_edi_2017,recojo_basura_2017,instrumento_residuo_2017,recicla_2017,biblioteca_2017,admin_depor_2017,local_recrea_2017,vaso_leche_2017,comedor_pop_2017,club_madres_2017,ciam_2017,demuna_2017,local_salud_2017,locales_salud_2017,programa_controlsalud_2017,serenazgo_2017,personal_serenazgo_2017,puestos_vigilancia_2017,vehiculos_serenazgo_2017,patrullaje_pnp_2017,plan_seguridad_2017,org_seguridad_vec_2017,comite_seguridad_2017,grupo_desastre_2017,instrumento_gestriesgo_2017,defensa_civil_2017,coel_2017,incentivo_mypes_2017,fomento_artesania_2017,fomento_turismo_2017,unidad_ambiental_2017,denun_ambi_att_2017,instrumento_gestambi_2017,acciones_presambi_2017,part_ciudadania_2017,junta_vecinal_2017,cobertura_elec_cap_2017,cobertura_elec_res_2017,cobertura_agua_cap_2017,cobertura_agua_res_2017,pagina_web_2018,maquinaria_ope_2018,vehiculos_ope_2018,vehiculos_limpieza_2018,telefonia_2018,computadoras_2018,red_local_2018,internet_2018,computadoras_int_2018,sistema_inf_2018,total_personal_2018,personal_cap_2018,plan_desarrollo_2018,tupa_2018,pago_tributo_2018,licencias_aper_2018,licencias_edi_2018,cobertura_elec_cap_2018,cobertura_agua_cap_2018,cobertura_elec_res_2018,cobertura_agua_res_2018,recojo_basura_2018,instrumento_residuo_2018,recicla_2018,biblioteca_2018,admin_depor_2018,local_recrea_2018,vaso_leche_2018,comedor_pop_2018,club_madres_2018,ciam_2018,demuna_2018,local_salud_2018,locales_salud_2018,programa_controlsalud_2018,serenazgo_2018,personal_serenazgo_2018,puestos_vigilancia_2018,vehiculos_serenazgo_2018,patrullaje_pnp_2018,plan_seguridad_2018,org_seguridad_vec_2018,comite_seguridad_2018,grupo_desastre_2018,instrumento_gestriesgo_2018,defensa_civil_2018,coel_2018,incentivo_mypes_2018,fomento_artesania_2018,fomento_turismo_2018,unidad_ambiental_2018,denun_ambi_att_2018,instrumento_gestambi_2018,acciones_presambi_2018,part_ciudadania_2018,junta_vecinal_2018,pagina_web_2019,maquinaria_ope_2019,vehiculos_ope_2019,vehiculos_limpieza_2019,telefonia_2019,computadoras_2019,red_local_2019,internet_2019,computadoras_int_2019,sistema_inf_2019,total_personal_2019,personal_cap_2019,plan_desarrollo_2019,tupa_2019,pago_tributo_2019,licencias_aper_2019,licencias_edi_2019,cobertura_elec_cap_2019,cobertura_agua_cap_2019,cobertura_elec_res_2019,cobertura_agua_res_2019,recojo_basura_2019,instrumento_residuo_2019,recicla_2019,biblioteca_2019,admin_depor_2019,local_recrea_2019,vaso_leche_2019,comedor_pop_2019,club_madres_2019,ciam_2019,demuna_2019,local_salud_2019,locales_salud_2019,programa_controlsalud_2019,serenazgo_2019,personal_serenazgo_2019,puestos_vigilancia_2019,vehiculos_serenazgo_2019,patrullaje_pnp_2019,plan_seguridad_2019,org_seguridad_vec_2019,comite_seguridad_2019,grupo_desastre_2019,instrumento_gestriesgo_2019,defensa_civil_2019,coel_2019,incentivo_mypes_2019,fomento_artesania_2019,fomento_turismo_2019,unidad_ambiental_2019,denun_ambi_att_2019,instrumento_gestambi_2019,acciones_presambi_2019,part_ciudadania_2019,junta_vecinal_2019,pidio_credito_2012,recibio_credito_2012,programa_soc_2012,tamano_hogar_2012,miepart_prod_2012,edu_hog_1_2012,edu_hog_2_2012,edu_hog_3_2012,edu_hog_4_2012,lengua_hog_1_2012,lengua_hog_2_2012,lengua_hog_3_2012,agua_nocont_2012,fertilizante_2012,insecticida_2012,control_bio_2012,semillas_2012,guano_2012,energia_elec_2012,energia_mec_2012,energia_ani_2012,energia_hum_2012,venta_2012,autoconsumo_2012,cond_jur_1_2012,cond_jur_2_2012,cond_jur_3_2012,cond_jur_4_2012,cond_jur_5_2012,cond_jur_6_2012,cond_jur_7_2012,cond_jur_8_2012,cond_jur_9_2012,edu_prod_1_2012,edu_prod_2_2012,edu_prod_3_2012,edu_prod_4_2012,sexo_prod_1_2012,sexo_prod_2_2012,edad_prod_1_2012,edad_prod_2_2012,edad_prod_3_2012,edad_prod_4_2012,alfab_prod_2012,tamano_prod_1_2012,tamano_prod_2_2012,tamano_prod_3_2012,parcelas_2012,riego_2012,secano_2012,alumpri_compu_2015,alumsec_compu_2015,col_electricidad_2015,col_agua_2015,col_desague_2015,carpetas_2015,ta_primaria_privada_2015,ta_primaria_publica_2015,ta_secundaria_privada_2015,ta_secundaria_publica_2015,ta_primaria_2015,ta_secundaria_2015,td_inicial_2015,td_primaria_2015,td_secundaria_2015,tre_primaria_2015,tat_primaria_2015,tre_secundaria_2015,tat_secundaria_2015,tane_2015,alumpri_compu_2016,alumsec_compu_2016,col_electricidad_2016,col_agua_2016,col_desague_2016,carpetas_2016,ta_primaria_privada_2016,ta_primaria_publica_2016,ta_secundaria_privada_2016,ta_secundaria_publica_2016,ta_primaria_2016,ta_secundaria_2016,td_inicial_2016,td_primaria_2016,td_secundaria_2016,tre_primaria_2016,tat_primaria_2016,tre_secundaria_2016,tat_secundaria_2016,tane_2016,alumsec_compu_2017,alumpri_compu_2017,col_electricidad_2017,col_agua_2017,col_desague_2017,carpetas_2017,ta_primaria_privada_2017,ta_primaria_publica_2017,ta_secundaria_privada_2017,ta_secundaria_publica_2017,ta_primaria_2017,ta_secundaria_2017,td_inicial_2017,td_primaria_2017,td_secundaria_2017,tre_primaria_2017,tat_primaria_2017,tre_secundaria_2017,tat_secundaria_2017,tane_2017,alumsec_compu_2018,alumpri_compu_2018,col_electricidad_2018,col_agua_2018,col_desague_2018,carpetas_2018,ta_primaria_privada_2018,ta_primaria_publica_2018,ta_secundaria_privada_2018,ta_secundaria_publica_2018,ta_primaria_2018,ta_secundaria_2018,td_inicial_2018,td_primaria_2018,td_secundaria_2018,tre_primaria_2018,tat_primaria_2018,tre_secundaria_2018,tat_secundaria_2018,tane_2018,alumsec_compu_2019,alumpri_compu_2019,col_electricidad_2019,col_agua_2019,col_desague_2019,carpetas_2019,ta_primaria_privada_2019,ta_primaria_publica_2019,ta_secundaria_privada_2019,ta_secundaria_publica_2019,ta_primaria_2019,ta_secundaria_2019,td_inicial_2019,td_primaria_2019,td_secundaria_2019,tre_primaria_2019,tat_primaria_2019,tre_secundaria_2019,tat_secundaria_2019,tane_2019,ejecucion12015,ejecucion12016,ejecucion12017,ejecucion12018,ejecucion12019,ejecucion220151,ejecucion220161,ejecucion220171,ejecucion220181,ejecucion220191,ejecucion220152,ejecucion220162,ejecucion220172,ejecucion220182,ejecucion220192,ejecucion220153,ejecucion220163,ejecucion220173,ejecucion220183,ejecucion220193,ejecucion320153,ejecucion320163,ejecucion320173,ejecucion320183,ejecucion320193,ejecucion320155,ejecucion320165,ejecucion320175,ejecucion320185,ejecucion320195,ejecucion320156,ejecucion320166,ejecucion320176,ejecucion320186,ejecucion320196,ejecucion320157,ejecucion320167,ejecucion320177,ejecucion320187,ejecucion320197,ejecucion320158,ejecucion320168,ejecucion320178,ejecucion320188,ejecucion320198,ejecucion320159,ejecucion320169,ejecucion320179,ejecucion320189,ejecucion320199,ejecucion3201510,ejecucion3201610,ejecucion3201710,ejecucion3201810,ejecucion3201910,ejecucion3201511,ejecucion3201611,ejecucion3201711,ejecucion3201811,ejecucion3201911,ejecucion3201512,ejecucion3201612,ejecucion3201712,ejecucion3201812,ejecucion3201912,ejecucion3201514,ejecucion3201614,ejecucion3201714,ejecucion3201814,ejecucion3201914,ejecucion3201515,ejecucion3201615,ejecucion3201715,ejecucion3201815,ejecucion3201915,ejecucion3201516,ejecucion3201616,ejecucion3201716,ejecucion3201816,ejecucion3201916,ejecucion3201517,ejecucion3201617,ejecucion3201717,ejecucion3201817,ejecucion3201917,ejecucion3201518,ejecucion3201618,ejecucion3201718,ejecucion3201818,ejecucion3201918,ejecucion3201519,ejecucion3201619,ejecucion3201719,ejecucion3201819,ejecucion3201919,ejecucion3201520,ejecucion3201620,ejecucion3201720,ejecucion3201820,ejecucion3201920,ejecucion3201521,ejecucion3201621,ejecucion3201721,ejecucion3201821,ejecucion3201921,ejecucion3201522,ejecucion3201622,ejecucion3201722,ejecucion3201822,ejecucion3201922,ejecucion3201523,ejecucion3201623,ejecucion3201723,ejecucion3201823,ejecucion3201923,ejecucion3201524,ejecucion3201624,ejecucion3201724,ejecucion3201824,ejecucion3201924,ejecucion3201525,ejecucion3201625,ejecucion3201725,ejecucion3201825,ejecucion3201925,participaciond2014,participacionp2014,participaciond2018,participacionp2018,hhi_p2014,hhi_p2018,hhi_d2014,hhi_d2018,sharemovid2014,sharepartidod2014,sharemovip2014,sharepartidop2014,sharemovid2018,sharepartidod2018,sharemovip2018,sharepartidop2018,conf_activos_2015,conf_latentes_2015,conf_resueltos_2015,conf_tsocioamb_2015,conf_tgobnac_2015,conf_tcomunal_2015,conf_tgobloc_2015,conf_tgobreg_2015,conf_tlaboral_2015,conf_totro_2015,conf_tdemarc_2015,conf_telectoral_2015,conf_tcoca_2015,duracion_cens_2015,duracion_resuelto_2015,conf_activos_2016,conf_latentes_2016,conf_resueltos_2016,conf_tsocioamb_2016,conf_tgobnac_2016,conf_tcomunal_2016,conf_tgobloc_2016,conf_tgobreg_2016,conf_tlaboral_2016,conf_totro_2016,conf_tdemarc_2016,conf_telectoral_2016,conf_tcoca_2016,duracion_cens_2016,duracion_resuelto_2016,conf_activos_2017,conf_latentes_2017,conf_resueltos_2017,conf_tsocioamb_2017,conf_tgobnac_2017,conf_tcomunal_2017,conf_tgobloc_2017,conf_tgobreg_2017,conf_tlaboral_2017,conf_totro_2017,conf_tdemarc_2017,conf_telectoral_2017,conf_tcoca_2017,duracion_cens_2017,duracion_resuelto_2017,conf_activos_2018,conf_latentes_2018,conf_resueltos_2018,conf_tsocioamb_2018,conf_tgobnac_2018,conf_tcomunal_2018,conf_tgobloc_2018,conf_tgobreg_2018,conf_tlaboral_2018,conf_totro_2018,conf_tdemarc_2018,conf_telectoral_2018,conf_tcoca_2018,duracion_cens_2018,duracion_resuelto_2018,conf_activos_2019,conf_latentes_2019,conf_resueltos_2019,conf_tsocioamb_2019,conf_tgobnac_2019,conf_tcomunal_2019,conf_tgobloc_2019,conf_tgobreg_2019,conf_tlaboral_2019,conf_totro_2019,conf_tdemarc_2019,conf_telectoral_2019,conf_tcoca_2019,duracion_cens_2019,duracion_resuelto_2019,idh_2012,idhesp_vida_2012,idheduc_sec_2012,idh_aniosedu_2012,idh_ingrefam_2012,idh_2007,idhesp_vida_2007,idheduc_sec_2007,idh_aniosedu_2007,idh_ingrefam_2007,pobre_2018,pobre_ext_2018,pobre_2007,pobre_ext_2007
30202,Apurímac,Andahuaylas,Andarapa,0.005103901,0.005103901,0.033175357,0.589136004,0.064527892,0.51184833,0.096609555,0.377326578,0.674562871,467,481,608,508,316,267,302,337,318,346,285,256,249,207,188,152,100,57,11,4,0.477193624,0.522806346,0.897417128,0.284066886,0.355564088,0.327503353,0.032865655,0.925261021,0.000183184,0.026012091,0.001831837,0.714966118,0.295413792,0.546400666,0.972960353,0,0.002331002,0.024708625,751,777,922,637,400,378,357,394,332,256,286,198,199,144,143,111,73,49,14,20,0.483620554,0.516379416,0.867411911,0.278314471,0.450033307,0.261825442,0.009826782,0.9634794,0.000830013,0.034362551,0.001328021,0.619624257,0.220997244,0.505668938,,,,,0.004823151,0.004823151,0.006109325,0.448874593,0.005787781,0.08231511,0.529260457,0.003858521,0.031832796,0,1,0.000915919,0,1,0.75,1,1,0.550000012,1,0.003663675,0,1,0,0,0.000183184,0.000366367,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,1,0,0.75,0.75,0.75,0.5,1,1,0.000732735,0,1,0.213114753,1,1,0.114754096,1,0.011174208,0.360655725,1,1,1,0.00146547,0.007327349,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,,0,0,1,0,0.75,0.75,1,1,0,0.000732735,0,1,1,0.518518507,1,1,0.296296299,1,0.004945961,0.407407403,1,1,1,0.00146547,0.008976003,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,,0,1,1,0,0.75,0.75,0.75,0.75,1,1,0.000915919,,1,0.363636374,,1,0.363636374,1,0.004030042,0.772727251,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,,,0,0,1,0,1,0,0,0,0,1,,,1,,1,0,1,1,1,1,0.001282286,,1,0.555555582,,1,0.370370358,1,0.004945961,0.555555582,1,1,1,0.003114123,0.008060085,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,,,0,0,1,0,1,1,1,1,0,1,,,1,,1,0,1,0,0.107450582,0.929245293,0.701873049,3.66024974,3.585327784,0.543661972,0.294736842,0.152112676,0.00948851,0.954929577,0.044922165,0.000148258,0.939189196,0.208016232,1,0.061390158,0.032978185,0.756976128,0.003551497,0.801623523,0.626078129,0.107559614,0.15773809,0.825892866,0.974151015,0,0,0,0,0.008109478,0.017739482,,,0.567117572,0.274193555,0.145681575,0.013007284,0.765868902,0.234131113,0.111862645,0.313735694,0.360041618,0.214360043,0.758584797,0.933536291,0.059868086,0.006595637,3.050228357,0.327752411,0.958396733,1.652513742,1.077619672,0.952380955,0.952380955,0.285714298,0.857142866,0.878917396,0,0.715832233,0,0.878917396,0.715832233,11.53846169,10.82456112,9.446428299,0.050243113,0.047001619,0.039697543,0.132325143,0.050632913,2.09799242,0.612386525,1,1,0.428571433,0.90476191,0.866096854,0,0.694181323,0,0.866096854,0.694181323,10.53846169,9.650794029,9.160714149,0.041118421,0.034539472,0.01754386,0.111111112,0.077441074,2.649245977,2.488958836,0.947368443,1,0.684210539,1,0.772079766,0,0.683355868,0,0.772079766,0.683355868,10.96153831,10.0370369,8.145161629,0.055350553,0.020295203,0.027722772,0.108910888,0.037162162,2.051243067,1.87026155,1,0.952380955,0.714285731,0.952380955,0.740740716,0,0.654939115,0,0.740740716,0.654939115,10.55555534,10.39999962,8.800000191,0.053846154,0.01923077,0.045454547,0.101239666,0.037162162,2.117422819,2.69063139,1,0.761904776,0.25,,0.71225071,0,0.668470919,0,0.71225071,0.668470919,11.46153831,9.090909004,8.666666985,0.032000002,0.012,,0.103238866,0.035598706,0.387304485,0.547379732,0.759803951,0.718895614,0.629248023,0.9285478,0.927910149,0.915626347,0.885297418,0.916310728,0.31695053,0.520135522,0.739943624,0.641910017,0.550943732,,,,,,0.90445888,0.874350548,0.510119736,0.874906778,0.843681812,0.955649853,1,0.838655949,0.775067151,0.940025687,,,,,,,,,,,,,,,,,,,,,0.87183255,1,0.119407535,0.870030165,0.82394129,,,,,,0.694365084,0.861829579,1,1,,,,,,,0.018084932,0.520806253,0.800111294,0.48755765,0.954748154,0.692263305,0.791666687,0.815363526,,,0.99986434,1,1,0.925729692,0.974839687,0.014039835,0.215551808,0.224594697,0.543894172,0.166368529,,,,0.461455882,0.381673962,0.829703748,0.999840021,0.787593901,0.338550955,0.921872199,0.894295871,0.68372333,0.816797316,0.798791289,0.96662569,0.634615779,0.53323853,0.990469456,0.664503872,0.598629594,0.979818404,0.899994493,0.769092321,0.916418076,0.993922472,0.907341361,0.934257448,0.934257448,0.841329634,0.848260522,,,,,,79.30310822,79.30310822,75.73,75.73,0.199662294,0.218705294,0.174217792,0.205954778,0.501681447,0.498318553,0.484670162,0.515329838,0.444410771,0.555589199,0.51676178,0.48323822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186014455,81.50633042,29.11422214,3.869726565,116.7798373,0.181874536,73.01,29.12812508,3.574608362,132.1379218,0.5175,,0.83989569,0.41664954
30208,Apurímac,Andahuaylas,Pacobamba,0.019105311,0.020037279,0.03028891,0.458061516,0.113699906,0.464585274,0.123485558,0.149914816,0.781090319,261,274,348,292,231,210,179,206,235,221,220,188,151,130,116,81,55,29,18,7,0.492468148,0.507531881,0.892815769,0.229885057,0.388687223,0.310042351,0.071385361,0.854577065,0,0.083719581,0.019409038,0.74420625,0.478007019,0.655537486,0.873831749,0,0.002516175,0.123652048,613,589,716,428,289,301,313,337,249,234,176,142,151,125,92,101,56,26,8,15,0.491836309,0.508163691,0.842975199,0.268356651,0.463286728,0.252403855,0.015952798,0.908518016,0.000869187,0.088005215,0.002607562,0.613384426,0.561288178,0.447306782,,,,,0.004811548,0.004811548,0.014434643,0.091419406,0.033279873,0.229350448,0.47193265,0.008019246,0.070168406,0,1,0.000289687,0,1,0.631578922,0,0,0,1,0.005504055,0.368421048,1,0,0,0.00405562,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,0,0,1,0,1,0.75,1,1,0,1,0.000869061,0,1,0.400000006,0,0,0,1,0.008690614,0.366666675,1,0,1,0.00202781,0.000579374,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,,1,1,1,0,1,1,1,1,0,0,0,1,1,0.363636374,1,0,0,1,0.003186559,0.454545468,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0.000289687,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0.000289687,,1,0.571428597,,1,0.571428597,1,0.00405562,0.071428575,1,1,1,0.001738123,0.007531865,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0.000579374,1,1,0.001158749,0,1,1,1,0,1,0,0,0,0,1,,,0,1,0,1,1,0,1,1,0.001158749,,0,0.631578922,,1,0.631578922,1,0.005504055,0.578947365,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0.000289687,0,0,,,0,0,1,1,0,0,1,0,0,1,,,0,1,1,1,1,0,0.305511802,0.979381442,0.625298329,3.254574383,3.14956245,0.508989618,0.331729552,0.146366169,0.012914662,0.76095214,0.238288174,0.000759686,0.81243521,0.565114439,1,0.067087606,0.050513022,0.521704793,0,0.564325154,0.226519331,0.388318866,0.420045048,0.64864862,0.989763796,0,0,0,0,0.007874016,0.002362205,,,0.484486878,0.353221953,0.145584732,0.016706444,0.774860799,0.225139216,0.076372318,0.320604622,0.398568004,0.204455048,0.809069216,0.917916358,0.074191004,0.00789266,2.797947884,0.695343316,0.44435674,3.038977146,1.011714816,0.866666675,0.400000006,0.400000006,0.866666675,0.946210265,0,0.662468493,0,0.946210265,0.662468493,8.857142448,9.439023972,5.717391491,0.018087855,0.049095608,0.072243348,0.20152092,0.015873017,3.136237383,1.019298315,0.857142866,0.642857134,0.428571433,0.928571403,0.92176038,0,0.667506278,0,0.92176038,0.667506278,8.800000191,8.976190567,6.022727489,0.066312999,0.050397877,0.01509434,0.079245284,0.022222223,3.704134464,10.03055573,1,0.866666675,0.800000012,0.866666675,0.83374083,0,0.657430708,0,0.83374083,0.657430708,8.105262756,8.317072868,6.214285851,0.061583579,0.035190616,0.003831418,0.049808428,0.012820513,3.909863949,6.016919136,0.9375,0.875,0.9375,0.9375,0.745721281,0,0.672544062,0,0.745721281,0.672544062,8.238095284,7.261904716,5.933333397,0.039344262,0.022950819,0.018726591,0.059925094,0.033519555,3.183767796,3.665328503,0.9375,0.6875,0.6875,,0.704156458,0,0.642317355,0,0.704156458,0.642317355,7.772727489,6.857142925,5.930232525,0.010416667,0.013888889,0.027450981,0.047058824,0.095238097,0.818182945,0.88812691,0.471674442,0.95391041,0.874833941,0.960016251,0.933718622,0.936263382,0.952732146,0.904309273,0.772727549,0.862936378,0.366088569,0.954200029,0.84192282,,,,,,0.977199733,0.89728117,0.88177681,0.938972294,0.984054565,0.999485612,1,0.636337161,0.86667335,0.412755907,,,,,,,,,,,,1,,,,,,,1,1,,0.775399327,0.846093059,0.893224061,0.906919599,,,,,,0.484169751,1,,,,,,,,,0.583219945,0.553138375,0.961353302,0.956093431,0.922385991,,1,,,,,1,0.638736606,0.99545908,0.746325552,1,0.857345164,0.802540183,0.915184677,0.820444882,0.752528906,0.988943338,1,,,1,0.771812081,0.818150222,0.959240198,0.664293587,1,0.886763692,0.845566154,0.926993787,0.791581988,,0.985946953,0.233029604,0.967190802,1,0.987768054,0.992242694,0.978299797,0.969369948,0.779718816,,,,,,,,,,,81.62430573,81.62430573,79.39,79.39,0.150793158,0.247546432,0.12994716,0.233564434,0.568930447,0.431069553,0.508023858,0.491976172,0.385307342,0.614692628,0.345502436,0.654497564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.290074028,77.6715319,33.39287667,4.299821185,317.6711888,0.224409827,72.77,33.40457132,4.031427386,187.7173524,0.3615,,0.55421488,0.047667809
