ubigeo;piso_2017;agua_2017;desague_2017;electricidad_2017;vivienda_2017;combustible_2017;electro_2017;hombre_2017;mujer_2017;estatus_migracion_2017;quechua_2017;castellano_2017;pet_2017;pea_2017;peao_2017;hombre_2007;mujer_2007;quechua_2007;castellano_2007;pet_2007;pea_2007;peao_2007;piso_2007;agua_2007;desague_2007;electricidad_2007;vivienda_2007;combustible_2007;electro_2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30506;0.2519841;0.4894841;0.2549603;0.4535714;0.0660714;0.4451288;0.7259238;0.6123924;0.3876076;0.6432358;0.6240964;0.307401;0.7427195;0.611142;0.7558016;0.5265674;0.4734326;0.8756531;0.1210628;0.5693212;0.2550384;0.8842897;0.0850077;0.1463163;0.0793405;0.1746522;0.7521896;0.0927357;0.11695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30601;0.1802147;0.5625;0.2891104;0.4842792;0.2082055;0.3459426;0.7754728;0.5065181;0.493482;0.7893444;0.6478367;0.2873607;0.681655;0.482816;0.7210103;0.5031546;0.4968454;0.627179;0.3679475;0.6424816;0.4121659;0.801456;0.1392405;0.3319269;0.1481481;0.347398;0.5536802;0.0773558;0.2086263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30602;0.1816402;0.6125734;0.4061344;0.5105504;0.298673;0.342155;0.8005671;0.4812284;0.5187716;0.8054486;0.7131305;0.2236234;0.6855988;0.4977534;0.7540197;0.4900899;0.50991;0.7115516;0.2846402;0.6206644;0.4219397;0.7091801;0.0824742;0.4504362;0.1543748;0.4234734;0.6100978;0.0465239;0.1060005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30603;0.0200634;0.5068638;0.1668427;0.3822598;0.2576558;0.225641;0.434188;0.5231481;0.4768519;0.8640046;0.8483796;0.0960648;0.6938657;0.5120934;0.3273616;0.5026619;0.4973381;0.862482;0.1312889;0.6153505;0.334535;0.625;0.01417;0.1953441;0;0.1062753;0.5890688;0.0060729;0.0253036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30604;0.0963822;0.5001381;0.1922121;0.3899475;0.1996686;0.3266208;0.759332;0.5045221;0.4954779;0.870214;0.7307808;0.2117878;0.7030449;0.4354631;0.689808;0.5165218;0.4834782;0.8311642;0.1639114;0.6083696;0.370377;0.6893391;0.0274421;0.0292044;0.001007;0.0800604;0.0501007;0.0151057;0.0309668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30605;0.079464;0.6014335;0.3131817;0.5260206;0.2885634;0.1270588;0.6531765;0.4891256;0.5108744;0.8709868;0.8197958;0.1170291;0.6961089;0.4093518;0.6334372;0.4943678;0.5056322;0.8098792;0.1856426;0.6162511;0.3834463;0.8275308;0.0460449;0.4046635;0.0433884;0.3485832;0.5374852;0.0171192;0.1071429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30606;0.0679758;0.5173716;0.0536254;0.4086103;0.1457704;0.1814516;0.7069892;0.5145051;0.4854949;0.8711604;0.8007679;0.1331058;0.6975256;0.475841;0.6362468;0.4968522;0.5031478;0.9230769;0.0675991;0.5836061;0.3639698;0.6834618;0.0312398;0.5021152;0.0146437;0.2326717;0.5863976;0.0182232;0.087862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30607;0.0263336;0.5178933;0.1775827;0.4044564;0.1087103;0.122619;0.6821429;0.4920755;0.5079246;0.8660377;0.86;0.0815094;0.6943396;0.386413;0.4458509;0.4963816;0.5036184;0.8677453;0.1283855;0.6138158;0.2926045;0.551282;0.0159722;0.0631944;0;0.38125;0.5097222;0.00625;0.1638889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30608;0.0594432;0.7562077;0.5951843;0.6072235;0.3702032;0.0755556;0.6266667;0.4836876;0.5163124;0.8687593;0.1648542;0.7701433;0.6608996;0.4454001;0.7111671;0.4831969;0.5168031;0.9089629;0.0886908;0.5467471;0.3703704;0.6702127;0.0435816;0.6608558;0.0118859;0.4381934;0.7321712;0.0103011;0.1450079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30609;0.0484848;0.5670996;0.1757576;0.4701299;0.2363636;0.072335;0.711929;0.4986984;0.5013016;0.8642618;0.8705838;0.0654518;0.6664187;0.3571429;0.7125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30610;0.0362047;0.6217228;0.0062422;0.4569288;0.3258427;0.1360153;0.697318;0.4924769;0.5075231;0.8640046;0.9149306;0.0329861;0.630787;0.3504587;0.7696335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30611;0.0579495;0.3982169;0.1129272;0.218425;0.0520059;0.157377;0.7639344;0.5202429;0.4797571;0.7854251;0.8522267;0.0860324;0.6508097;0.4774494;0.6644951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30701;0.1359489;0.5104927;0.3079379;0.4927007;0.2171533;0.3667285;0.4848485;0.4905435;0.5094565;0.8630301;0.7079434;0.2400956;0.6969938;0.5407026;0.6101426;0.4970856;0.5029144;0.6159548;0.3783889;0.629326;0.4735166;0.844132;0.1565854;0.3580488;0.2121951;0.4429268;0.5404878;0.0990244;0.2517073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30702;0.0489297;0.5800204;0.2120285;0.5708461;0.0805301;0.3384401;0.5264624;0.4927686;0.5072314;0.8832645;0.8801653;0.0743802;0.7107438;0.3771802;0.1676301;0.5113393;0.4886607;0.9262333;0.0710005;0.6063329;0.4573041;0.5540124;0.037415;0.4580499;0;0.3752834;0.6893424;0.0124717;0.0612245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30703;0.0195652;0.5027174;0.0543478;0.4614131;0.0076087;0.0254065;0.3018293;0.4974838;0.5025162;0.9173257;0.93422;0.0186916;0.7422717;0.3966102;0.1648352;0.5157629;0.4842371;0.9189771;0.0740242;0.5979823;0.1762969;0.569378;0.0281792;0.0534682;0.0036127;0.4125723;0.708815;0.0151734;0.0527457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30704;0.0316804;0.4848485;0.1666667;0.5068871;0.053719;0.3160173;0.534632;0.497076;0.502924;0.8932748;0.8143275;0.1352339;0.6498538;0.2125984;0.5555556;0.4912568;0.5087432;0.9073634;0.0872922;0.5590164;0.1319648;0.7481481;0.0214286;0.0071429;0.0196429;0.3446428;0.8;0.0160714;0.1017857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30705;0.0172712;0.4490501;0.3160622;0.4248705;0.074266;0.1088235;0.3352941;0.4965035;0.5034965;0.8764569;0.8589743;0.0932401;0.7855478;0.4451039;0.4466667;0.510661;0.489339;0.7694916;0.2259887;0.6481876;0.4046053;0.898374;0.0166667;0;0;0.3458333;0.4041667;0.0020833;0.1125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30706;0.0234043;0.5127659;0.1148936;0.5191489;0.0446809;0.0453074;0.5080906;0.486631;0.513369;0.8855615;0.9368984;0.0160428;0.7272727;0.4544118;0.197411;0.510757;0.489243;0.9416309;0.0532189;0.6661354;0.430622;0.2388889;0.0363636;0.0090909;0;0.3954546;0.6545454;0;0.0295455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30707;0.029106;0.2182952;0.2162162;0.4095634;0.0686071;0.0101351;0.0945946;0.5112782;0.4887218;0.9010025;0.8984963;0.0488722;0.6867168;0.4671533;0.125;0.5029354;0.4970646;0.8562434;0.1343127;0.6076321;0.4621578;0.5644599;0.0111607;0;0.0915179;0.2209821;0.046875;0;0.0848214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30708;0.1178829;0.3536488;0.1251002;0.5661588;0.0352847;0.2942454;0.5700326;0.5117148;0.4882852;0.8149406;0.7840407;0.1398981;0.6611205;0.2932717;0.642732;0.5218509;0.4781491;0.8696356;0.1238866;0.564451;0.4938191;0.7694334;0.0625621;0.0069513;0.0347567;0.1797418;0.6146971;0.0268123;0.0933466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30709;0.033195;0.3775934;0.3609959;0.3485477;0.0788382;0.0538462;0.6153846;0.5110294;0.4889706;0.8529412;0.7720588;0.1727941;0.7058824;0.4635417;0.6292135;0.501385;0.498615;0.6295181;0.3704819;0.6315789;0.372807;0.5294118;0.025;0;0.07;0.33;0.315;0;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30710;0.0207469;0.439834;0.2759336;0.3838174;0.0207469;0.3290598;0.6623932;0.4446429;0.5553572;0.9071429;0.8553572;0.1071429;0.7803571;0.4279176;0.2032086;0.4761236;0.5238764;0.8895435;0.107511;0.627809;0.5615212;0.4860558;0.0151134;0.1763224;0;0.2342569;0.440806;0.0151134;0.0604534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30711;0.0597015;0.4690832;0.3518124;0.4285714;0.304904;0.4548872;0.6804512;0.5175159;0.4824841;0.8773885;0.9028662;0.0541401;0.7324841;0.4978261;0.4061135;0.5444015;0.4555984;0.7066848;0.2919509;0.7078507;0.5727273;0.7206349;0.0408719;0;0.0517711;0.3569482;0.4713897;0.0245232;0.1907357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30712;0.2397572;0.5751138;0.5493171;0.5402125;0.2488619;0.5901639;0.4959016;0.5223033;0.4776967;0.7137064;0.6926196;0.242498;0.7461476;0.4152174;0.6937173;0.5243199;0.4756801;0.6689895;0.3249129;0.6916735;0.1871275;0.7261146;0.129326;0.5063753;0.1693989;0.4644809;0.5519125;0.0892532;0.1056466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30713;0.0220264;0.4867841;0.4361233;0.3920705;0.0198238;0.4897119;0.6954733;0.5022222;0.4977778;0.8918518;0.8474074;0.1081482;0.7377778;0.4036145;0.2039801;0.503006;0.496994;0.8159041;0.1753813;0.5981964;0.5075377;0.8382838;0.0411311;0.0514139;0.3907455;0.4884319;0.5192802;0.033419;0.2442159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30714;0.0569106;0.4634146;0.1382114;0.4780488;0.0439024;0.4358974;0.5871795;0.5012205;0.4987795;0.8714402;0.8844589;0.0699756;0.6883645;0.3309693;0.4214286;0.5146358;0.4853642;0.9353641;0.0616642;0.5493533;0.4361834;0.7585227;0.0234506;0;0.0167504;0.3098828;0.520938;0.0234506;0.0653266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40101;0.7766831;0.7790914;0.7793103;0.778763;0.4896004;0.944737;0.9773622;0.4689828;0.5310172;0.7030684;0.052943;0.9002832;0.8469073;0.6106709;0.8867846;0.4681155;0.5318844;0.047997;0.931082;0.8226076;0.5298384;0.8788647;0.8120988;0.8258622;0.8259166;0.8286911;0.5035905;0.7889783;0.8501796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40102;0.6999896;0.7467368;0.6355599;0.711511;0.4971631;0.9623045;0.9781083;0.4780832;0.5219169;0.7596949;0.140736;0.799441;0.7766158;0.6439239;0.8697546;0.4774953;0.5225047;0.1233049;0.862802;0.7400683;0.550948;0.8615431;0.6547338;0.7243074;0.6831607;0.7465671;0.613298;0.721272;0.7580342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40103;0.6967146;0.730413;0.6228618;0.7044378;0.440432;0.9689964;0.9789964;0.477359;0.522641;0.7394572;0.1655082;0.7727634;0.7641921;0.6400592;0.8626134;0.4749251;0.5250749;0.1533421;0.8335255;0.730689;0.5454628;0.8550817;0.6971475;0.7926717;0.7303036;0.7770797;0.6081812;0.7305787;0.7439696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40104;0.6343819;0.6913287;0.4538721;0.6577721;0.3488895;0.954651;0.9735216;0.4856431;0.5143569;0.6975712;0.2091951;0.7129333;0.7350495;0.6511965;0.8501683;0.4852833;0.5147167;0.1513131;0.8300179;0.714927;0.5640411;0.8354369;0.5793948;0.6565263;0.3913684;0.6603684;0.5491579;0.6206316;0.6309737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40105;0.4496962;0.3424211;0.2264039;0.5137057;0.2250704;0.9123487;0.9508474;0.4841301;0.51587;0.6329446;0.1493552;0.775195;0.7367364;0.6298742;0.8434016;0.5013381;0.4986619;0.113849;0.8644729;0.7399643;0.5706249;0.8119718;0.2983655;0.2858841;0.1934621;0.3046062;0.4564636;0.3129272;0.4047548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
