ubigeo;piso_2017;agua_2017;desague_2017;electricidad_2017;vivienda_2017;combustible_2017;electro_2017;hombre_2017;mujer_2017;estatus_migracion_2017;quechua_2017;castellano_2017;pet_2017;pea_2017;peao_2017;hombre_2007;mujer_2007;quechua_2007;castellano_2007;pet_2007;pea_2007;peao_2007;piso_2007;agua_2007;desague_2007;electricidad_2007;vivienda_2007;combustible_2007;electro_2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90702;0.0666308;0.4723267;0.0214938;0.4341752;0.1762493;0.3544424;0.6351607;0.4877526;0.5122474;0.8763013;0.4292713;0.5226577;0.7271892;0.5069474;0.7450166;0.4901918;0.5098082;0.3992377;0.5964745;0.5922416;0.4585039;0.4310065;0.0379597;0.2491103;0.0106762;0.3208778;0.5806643;0.010083;0.1381969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90703;0.049864;0.4292838;0.1364461;0.4106981;0.1704443;0.3426574;0.7342657;0.4735945;0.5264055;0.8773424;0.592845;0.3594548;0.7160704;0.5130848;0.9064915;0.4943302;0.5056698;0.5167785;0.4797641;0.6131078;0.5128527;0.8753057;0.014454;0.003212;0.003212;0.4812634;0.5717345;0.0107066;0.1638116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90704;0.0976636;0.4630841;0.2014019;0.438785;0.146729;0.2580101;0.7731872;0.4812807;0.5187193;0.8765815;0.6088304;0.3477924;0.681384;0.4998105;0.7664897;0.4980814;0.5019187;0.543045;0.454284;0.578089;0.5184202;0.8930858;0.0387268;0.0228117;0.0127321;0.4891247;0.5777189;0.0164456;0.2127321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90705;0.0889745;0.3721515;0.1779491;0.491622;0.1209785;0.2562976;0.6947862;0.493043;0.506957;0.8596856;0.6727503;0.2700578;0.7063607;0.5262215;0.8074867;0.4941646;0.5058354;0.763176;0.2321193;0.5649284;0.449878;0.8424724;0.057771;0.0359151;0.0233896;0.4320041;0.5691462;0.0327198;0.1713957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90706;0.1687799;0.6449704;0.4280079;0.6224288;0.389969;0.4334747;0.7778635;0.490703;0.509297;0.7959071;0.5073165;0.4348113;0.6884146;0.5654467;0.8451102;0.5019483;0.4980517;0.4267016;0.5695899;0.5859311;0.5462023;0.7763537;0.0556274;0.2445019;0.1684994;0.4479302;0.4938551;0.0520699;0.2202458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90707;0.0151406;0.5796683;0.0872386;0.553713;0.0540735;0.1265182;0.722672;0.5031075;0.4968925;0.8707272;0.6587943;0.2927284;0.7234307;0.3797251;0.5011312;0.5092444;0.4907556;0.9360846;0.0620106;0.6659968;0.4954737;0.7527406;0.0150538;0.0028674;0;0.3376344;0.0243728;0.0164875;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90709;0.0461216;0.4281971;0.2096436;0.4025157;0.0314465;0.1033816;0.6570048;0.4761905;0.5238096;0.9020979;0.7249417;0.2327672;0.7292708;0.6356164;0.8850574;0.4932583;0.5067417;0.6562674;0.3406685;0.5964131;0.5877963;0.7445855;0.0383622;0.0833641;0.0317226;0.3906308;0.6735522;0.0180745;0.1482848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90710;0.0437284;0.5017262;0.0425777;0.443038;0.2888377;0.2244898;0.6387755;0.4878379;0.5121621;0.8804054;0.3304054;0.6209459;0.7236487;0.5266107;0.7765958;0.4983908;0.5016092;0.2795699;0.71652;0.5751724;0.6466827;0.7861558;0.0661157;0.0385675;0;0.5137741;0.7038568;0.0220386;0.2066116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90711;0.0282698;0.4669619;0.1682561;0.405654;0.2237738;0.2405542;0.6561713;0.4793565;0.5206435;0.8833107;0.4686955;0.4714092;0.7171932;0.5972973;0.8538461;0.4875516;0.5124484;0.2762801;0.7205819;0.5992544;0.7156187;0.8444582;0.017495;0.516501;0.0182903;0.4978131;0.6592445;0.0083499;0.2198807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90713;0.0632911;0.3113924;0.2582279;0.5139241;0.2050633;0.0795455;0.7121212;0.4787962;0.5212038;0.8919289;0.8481532;0.119015;0.6935704;0.5779093;0.7713311;0.470276;0.529724;0.8740068;0.1259932;0.5774947;0.3400735;0.654054;0.0331126;0.5033113;0.2086093;0.4337748;0.615894;0.0331126;0.1390729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90714;0.0552396;0.4142973;0.0544273;0.4012997;0.0471162;0.1541566;0.756255;0.4973877;0.5026124;0.8665099;0.776907;0.1643156;0.6721526;0.3960358;0.6643769;0.4965827;0.5034173;0.8410942;0.1549384;0.5744972;0.4157036;0.6770237;0.0310211;0.0073244;0.0176648;0.1844033;0.2977165;0.0155106;0.0887548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90715;0.0252313;0.6585366;0.1328848;0.6299411;0.0328007;0.0447248;0.5848624;0.4785933;0.5214067;0.9082569;0.8814985;0.0600153;0.7205657;0.3692308;0.7255747;0.4907092;0.5092908;0.8978285;0.096882;0.6027218;0.4420321;0.8300589;0.0178817;0.3631362;0.0103164;0.3713893;0.6286107;0.0247593;0.0866575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90716;0.0759138;0.4948454;0.4076851;0.5173383;0.0356139;0.24;0.6876923;0.4831771;0.5168229;0.9018202;0.7683398;0.1924986;0.7236624;0.3323171;0.7522936;0.4981262;0.5018739;0.8656569;0.1333553;0.6221112;0.4006024;0.7807018;0.0732265;0.2631579;0.0892448;0.4759725;0.4660564;0.0091533;0.1441648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90717;0.0479075;0.6216961;0.189978;0.5704846;0.0242291;0.0795534;0.5889742;0.4990219;0.5009781;0.8739405;0.8598131;0.0873723;0.6922408;0.4166405;0.6028636;0.4910016;0.5089985;0.8961149;0.0998733;0.5809859;0.4784512;0.8036594;0.014691;0.008612;0.0157042;0.174772;0.6079028;0.0136778;0.0719352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90718;0.0578871;0.4609262;0.1222865;0.4015919;0.0846599;0.1025641;0.6602564;0.5119601;0.4880399;0.823588;0.7760797;0.1601329;0.6880398;0.6030903;0.632506;0.5095758;0.4904242;0.9435524;0.0504265;0.6197861;0.2875829;0.5431773;0.0149321;0.0171946;0;0.2135747;0.8402715;0.0076923;0.0244344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90719;0.0919283;0.3262332;0.1362108;0.4871076;0.0409193;0.2828649;0.7724388;0.5125476;0.4874525;0.8443599;0.7711027;0.1624842;0.6461344;0.462142;0.8463497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90720;0.0451237;0.4206696;0.1375546;0.4024745;0.0320233;0.0741279;0.7877907;0.519174;0.480826;0.797303;0.7416772;0.1963759;0.6573957;0.4519231;0.7702128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90721;0.039801;0.3308458;0.108209;0.2935323;0.0534826;0.1010638;0.5239362;0.5223077;0.4776923;0.7646154;0.82;0.0915385;0.6546154;0.4759107;0.6444445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90722;0.0303721;0.3895216;0.1996963;0.3067578;0.0265756;0.1219931;0.6185567;0.4911181;0.5088819;0.8401254;0.6300941;0.2978056;0.6509927;0.5955056;0.7412399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90723;0.0394922;0.6008463;0.1424542;0.5091679;0.2299013;0.1719745;0.7239915;0.4866275;0.5133725;0.8838878;0.8688846;0.084801;0.6516634;0.7497497;0.9572763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100101;0.6078731;0.7101007;0.6295392;0.7047986;0.3724062;0.8853674;0.9521457;0.4811066;0.5188934;0.7748542;0.1429689;0.7830551;0.7345423;0.6036232;0.8480244;0.4808891;0.5191109;0.093723;0.9036186;0.7040415;0.5477358;0.8502861;0.5873361;0.7545814;0.70163;0.731819;0.5076678;0.6728877;0.7078993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100102;0.6105556;0.6797246;0.6274791;0.7278725;0.4212834;0.8741667;0.9507807;0.4810646;0.5189354;0.7554412;0.1155522;0.8211414;0.7320436;0.5971358;0.8369232;0.4809737;0.5190263;0.0867496;0.9104632;0.6900336;0.5263835;0.8400244;0.5062683;0.6683051;0.620644;0.6920528;0.5658033;0.6152869;0.6734964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100103;0.2240497;0.3759137;0.0911915;0.4937865;0.1312135;0.3762183;0.7497563;0.4973734;0.5026266;0.8736201;0.091968;0.8294632;0.7038447;0.4862088;0.8941045;0.5098;0.4902;0.0673668;0.9294522;0.6043313;0.4941608;0.6480756;0.1106818;0.1356101;0.0392621;0.1151689;0.5840708;0.0437492;0.1108064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100104;0.0807651;0.3248824;0.0762107;0.5472901;0.1106725;0.1346864;0.5457155;0.4847479;0.5152521;0.8854499;0.6396298;0.2965539;0.6768347;0.4801056;0.6512176;0.4972938;0.5027062;0.7116231;0.2848496;0.6045253;0.5184786;0.7470787;0.0349151;0.0323758;0.0157118;0.0641168;0.5789557;0.0130138;0.0277734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100105;0.0232135;0.4783796;0.2002731;0.4073737;0.1811561;0.2081181;0.6081181;0.4805225;0.5194775;0.9035289;0.6732355;0.2280018;0.7057745;0.4775974;0.8755949;0.5175474;0.4824526;0.7088072;0.2883494;0.5726287;0.45646;0.7923795;0.0213265;0.1258495;0.0764003;0.3170846;0.7349426;0.0276541;0.05648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100106;0.0533499;0.3585608;0.1023573;0.3120347;0.0769231;0.1512981;0.5792301;0.4960904;0.5039096;0.905879;0.228497;0.7219809;0.681726;0.4405268;0.9170685;0.4987384;0.5012616;0.2265508;0.7698532;0.5934959;0.5285782;0.8856121;0.0398633;0.1611617;0.0290433;0.2494305;0.1560365;0.013098;0.0894077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100107;0.0938597;0.1276316;0.0565789;0.4311404;0.1416667;0.1783239;0.5324512;0.5054302;0.4945697;0.8159983;0.1131997;0.8272765;0.7284879;0.5002867;0.8676218;0.5110783;0.4889217;0.1287458;0.8665926;0.6530914;0.495315;0.8271363;0.0928928;0.1072319;0.0274314;0.213217;0.6608479;0.0461347;0.117207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100108;0.0248538;0.3289474;0.1337719;0.3238304;0.1133041;0.1580796;0.5058548;0.4919326;0.5080674;0.8512012;0.6500538;0.2757261;0.6281822;0.5194064;0.7527472;0.5176011;0.482399;0.8204005;0.1778786;0.5701869;0.4606199;0.7644787;0.0195831;0.0157928;0.0082123;0.0802274;0.8060644;0.0063171;0.0259002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100109;0.102996;0.3995114;0.1173975;0.5346535;0.1355278;0.2419866;0.5715041;0.4935504;0.5064496;0.8667949;0.5110267;0.4305628;0.7021222;0.4744055;0.7731106;0.487781;0.512219;0.6316068;0.3646976;0.5802537;0.5053935;0.7936155;0.0499155;0.0946091;0.0182768;0.0658885;0.4159115;0.0351712;0.0600522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100110;0.0382022;0.5;0.1640449;0.4134831;0.0235955;0.2725564;0.5394737;0.4899676;0.5100324;0.8944984;0.4064725;0.5475728;0.6718447;0.4200385;0.7637615;0.4902549;0.5097451;0.3194332;0.6769231;0.5880809;0.4945825;0.9162371;0.0206186;0.3494845;0.1175258;0.1216495;0.6525773;0.0329897;0.0381443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100111;0.6111293;0.5154073;0.5589248;0.678987;0.2985576;0.8689718;0.9591447;0.5205624;0.4794377;0.6547537;0.1201333;0.8247296;0.7516317;0.5607712;0.8143376;0.5128055;0.4871945;0.0713117;0.9265649;0.7031302;0.5097013;0.8174918;0.4676536;0.5592894;0.4168764;0.6464841;0.5456699;0.530718;0.6312361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100112;0.0217391;0.6231884;0.3249721;0.8004459;0.2603121;0.0287452;0.763958;0.4918807;0.5081193;0.9239048;0.8897281;0.0702417;0.7229985;0.5641159;0.900463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
